id_client,type_client,secteur_activite,taille_entreprise,statut_juridique,annee_creation,anciennete_relation_ifc,score_risque_pays,diversification_geographique,exposure_externe,pays_implantation,region,ville,zone_urbaine_rurale,indice_developpement_local,accessibilite_infrastructure,risque_climatique_local,risque_securitaire,dynamisme_economique_local,distance_centre_economique,exposition_risque_naturel,distance_hub_logistique,indice_conflit_local,chiffre_affaires,croissance_ca,stabilite_revenus,diversification_revenus,ratio_revenus_ifs,marge_brute,marge_operationnelle,ebitda,resultat_net,roe,roa,marge_net_operating,total_actifs,total_passifs,ratio_endettement,ratio_autonomie_financiere,levier_financier,ratio_liquidite_generale,ratio_liquidite_immediate,fonds_roulement,BFR,tresorerie_nette,liquidite_immediate_ajustee,encours_dette,service_dette,DSCR,capacite_endettement,maturite_dette,montant_moyen_transaction,frequence_transactions,revenus_recurrents,charges_recurrentes,solde_moyen,volatilite_solde,incidents_paiement,retards_paiement,nb_incidents,duree_relation_banque,utilisation_decouvert,taux_transactions_digitales,score_maturite_digitale,adoption_mobile_banking,score_innovation,risque_sectoriel,cyclicite_secteur,concurrence_marche,exposition_choc_eco,type_intervention_ifc,exposition_ifc,part_ifc_dans_financement,categorie_esg_ifc,impact_environnemental,gestion_risques_env,plan_reduction_carbone,impact_social,respect_normes_travail,inclusion_genre,taux_femmes_cadres,politique_sante_securite,qualite_management,transparence_financiere,structure_conseil,risque_corruption,code_ethique,score_gouvernance_ifc,stabilite_pays,croissance_pays,inflation,taux_change_risque,volatilite_devise,croissance_local,probabilite_defaut,perte_en_cas_defaut,exposition_defaut,score_credit,classe_risque
35,PPP,Sante,TPE,SARL,1992,8,0.05,4,0.12,Philippines,Est,Bogota,Urbain,0.87,0.46,0.06,0.07,0.74,8,0.47,129,0.24,250759,0.08,0.39,6,0.02,0.19,0.18,17694,720152,0.04,0.13,0.38,14319844,14205235,0.72,0.65,0.48,2.2,1.87,281835,92770,475474,278141,1143242,132672,1.09,0.38,7,5489,21,96291,47770,309373,0.43,1,0,5,5,0.18,0.28,0.49,0.44,0.5,0.34,0.34,0.01,0.19,Pret,3737120,0.39,B,0.44,0.26,0,0.19,0.31,0.35,0.31,0.01,0.3,0.41,0.07,0.1,1,0.14,0.3,0.036,0.059,0.39,0.39,0.01,0.12,0.45,3626960,0.367,Faible
36,PPP,Industrie,TPE,SA,1996,14,0.22,1,0.48,Kenya,Sud,Sofia,Urbain,0.74,0.72,0.12,0.35,0.64,86,0.26,69,0.14,2804562,0.15,0.32,5,0.2,0.3,0.15,93684,451394,0.21,0.08,0.41,8045133,11122211,1.29,0.53,3.7,1.03,1.65,58983,413082,19577,24771,4887352,436756,0.75,0.34,5,1936,36,40922,46117,282328,0.29,1,1,3,18,0.54,0.68,0.52,0.4,0.7,0.43,0.03,0.08,0.1,PPP,2091518,0.39,A,0.32,0.24,0,0.68,0.73,0.34,0.27,0.32,0.42,0.5,0.06,0.5,1,0.11,0.13,0.048,0.03,0.08,0.31,0.01,0.62,0.58,686248,0.662,Moyen
37,PPP,Agriculture,Grande,Public,2003,11,0.11,6,0.38,Turkey,Est,Belgrade,Rural,0.81,0.34,0.37,0.53,0.89,20,0.15,199,0.16,2726797,-0.07,0.32,5,0.48,0.42,0.36,846136,575717,0.11,0.12,0.38,12769312,7045377,1.06,0.81,3.21,1.39,1.34,101944,12684,827207,151760,1793586,89109,2.59,0.07,6,5785,27,12815,32292,302074,0.43,1,1,2,5,0.34,0.71,0.69,0.69,0.34,0.45,0.34,0.37,0.5,Equity,3844539,0.28,A,0.27,0.31,0,0.18,0.42,0.44,0.23,0.05,0.44,0.29,0.41,0.59,1,0.32,0.17,0.013,0.04,0.4,0.65,0.07,0.54,0.45,1582752,0.541,Moyen
38,Fonds,Industrie,Grande,SAS,1987,9,0.25,11,0.27,Serbia,Sud,Accra,Rural,0.19,0.43,0.21,0.23,0.32,77,0.19,161,0.14,4438537,0.06,0.22,2,0.56,0.45,0.1,1587666,863919,0.21,-0.05,0.3,9999909,12656723,2.32,0.06,2.65,1.59,1.79,360223,210116,448951,412755,2518483,444887,1.32,0.54,2,6058,48,62413,60230,10640,0.4,1,0,1,13,0.25,0.36,0.37,0.81,0.63,0.21,0.26,0.41,0.3,PPP,3102652,0.27,A,0.37,0.37,1,0.1,0.09,0.34,0.66,0.2,0.47,0.29,0.25,0.23,0,0.27,0.41,0.061,0.016,0.14,0.63,0.09,0.13,0.48,3128013,0.355,Faible
39,Institution_financiere,Agriculture,PME,SA,2006,18,0.22,10,0.26,Bulgaria,Sud,Porto-Novo,Urbain,0.31,0.58,0.28,0.06,0.78,64,0.33,77,0.05,8834760,0.08,0.65,2,0.01,0.73,0.57,1407124,634356,0.03,0.12,0.49,11098779,591005,1.46,0.32,0.9,2.97,0.2,377715,284741,201582,-6254,4445292,110180,0.83,0.52,9,8125,24,68993,56770,215046,0.59,1,1,1,18,0.4,0.49,0.13,0.4,0.59,0.26,0.21,0.16,0.63,PPP,2617424,0.51,A,0.36,0.23,0,0.58,0.18,0.24,0.15,0.44,0.07,0.41,0.58,0.33,0,0.24,0.21,-0.001,0.09,0.23,0.49,0.04,0.42,0.75,2074700,0.587,Moyen
40,Institution_financiere,Infrastructure,Grande,Public,2002,18,0.09,6,0.13,Bulgaria,Ouest,Astana,Urbain,0.58,0.56,0.3,0.21,0.32,90,0.12,191,0.02,7280492,-0.11,0.56,4,0.19,0.49,0.19,1021105,80963,-0.11,0.0,0.47,7317481,7440185,0.94,0.2,0.86,2.22,0.84,120198,399801,140518,149845,2600295,57082,1.51,0.63,5,2301,84,79778,90170,195819,0.36,1,0,1,13,0.11,0.4,0.82,0.39,0.29,0.36,0.6,0.07,0.38,Equity,2682178,0.23,A,0.07,0.3,1,0.1,0.05,0.25,0.36,0.32,0.12,0.35,0.19,0.16,0,0.38,0.05,0.014,0.02,0.22,0.27,0.02,0.13,0.57,3191402,0.36,Faible
41,Entreprise,Agriculture,Grande,SAS,1987,5,0.2,7,0.11,Kenya,Sud,Bucharest,Rural,0.34,0.8,0.27,0.27,0.49,39,0.49,170,0.18,8008949,0.0,0.42,2,0.19,0.3,0.55,1697998,702773,0.26,0.04,0.44,1577760,2018168,0.46,0.62,1.01,1.49,0.9,459093,380642,508766,423449,3636955,452180,2.47,0.76,8,1933,14,76028,53839,91301,0.79,1,0,1,6,0.24,0.27,0.64,0.42,0.55,0.61,0.28,0.17,0.22,Equity,4275250,0.28,FI,0.08,0.21,1,0.36,0.19,0.35,0.29,0.4,0.21,0.38,0.33,0.33,0,0.44,0.19,0.026,0.004,0.12,0.3,0.04,0.16,0.33,3626482,0.29100000000000004,Faible
42,Fonds,Industrie,Grande,SA,1987,19,0.17,1,0.47,Uzbekistan,Sud,Rabat,Rural,0.48,0.3,0.61,0.08,0.1,7,0.26,159,0.59,9859235,-0.05,0.77,4,0.06,0.27,0.23,713329,356842,0.28,0.17,0.14,17788604,2653154,1.39,0.7,3.94,2.17,1.71,273933,-43209,266237,260039,484874,121865,1.65,0.34,6,9768,56,42201,39277,482421,0.13,0,2,1,8,0.38,0.61,0.68,0.91,0.41,0.46,0.35,0.27,0.07,PPP,140503,0.52,B,0.47,0.45,0,0.36,0.26,0.15,0.22,0.25,0.14,0.68,0.66,0.27,1,0.3,0.42,0.004,0.048,0.1,0.08,0.03,0.79,0.33,1451384,0.634,Moyen
43,Secteur_public,Sante,Grande,Public,2005,5,0.48,14,0.08,Bulgaria,Nord,Jakarta,Rural,0.42,0.62,0.46,0.33,0.29,57,0.08,52,0.41,674378,-0.01,0.7,5,0.38,0.43,0.4,1827428,352521,0.29,0.18,0.07,14604529,2663528,2.78,0.01,1.8,0.63,1.09,243553,238715,984435,364667,450874,74713,1.37,0.5,3,2080,49,21895,40829,423452,0.51,1,0,1,5,0.25,0.18,0.43,0.28,0.11,0.08,0.4,0.31,0.14,Equity,4146976,0.32,A,0.32,0.18,1,0.41,0.2,0.19,0.15,0.39,0.37,0.28,0.46,0.53,1,0.27,0.3,0.049,-0.007,0.24,0.31,0.08,0.31,0.78,40424,0.535,Moyen
44,Fonds,Education,TPE,SARL,1992,7,0.16,4,0.11,Indonesia,Ouest,Dakar,Urbain,0.82,0.53,0.43,0.23,0.78,75,0.43,178,0.29,8770149,0.16,0.6,4,0.08,0.47,0.09,944028,340623,0.28,0.13,0.13,11673197,8406102,1.59,0.59,1.87,0.97,1.06,361265,459643,126852,359423,3690190,203895,1.18,0.4,5,1784,77,45606,13970,493767,0.81,1,1,1,12,0.03,0.63,0.03,0.83,0.32,0.03,0.1,0.04,0.61,PPP,2680088,0.06,B,0.2,0.16,1,0.19,0.36,0.49,0.03,0.2,0.02,0.22,0.02,0.29,0,0.52,0.05,0.038,0.053,0.18,0.36,0.03,0.45,0.88,3018923,0.585,Moyen
45,Secteur_public,Industrie,PME,SARL,2018,0,0.33,12,0.39,Uzbekistan,Nord,Pretoria,Rural,0.43,0.57,0.28,0.15,0.43,31,0.46,13,0.41,6895909,0.15,0.47,6,0.65,0.02,0.18,1732968,709396,0.05,0.13,0.36,4695416,14979552,0.21,0.39,1.78,2.5,0.56,211898,5952,409121,142976,2654813,382793,1.72,0.04,5,2694,15,77223,25031,430170,0.65,0,3,2,3,0.66,0.45,0.31,0.15,0.38,0.02,0.35,0.35,0.47,PPP,2673568,0.01,C,0.42,0.17,0,0.63,0.22,0.14,0.33,0.35,0.33,0.29,0.22,0.81,0,0.11,0.68,0.07,0.123,0.36,0.52,0.06,0.22,0.73,1796360,0.507,Moyen
46,Entreprise,Agriculture,Grande,Public,2016,16,0.36,9,0.06,Bulgaria,Sud,Abuja,Rural,0.37,0.5,0.49,0.04,0.76,34,0.66,193,0.39,6916728,0.03,0.89,3,0.12,0.21,0.12,565789,636645,0.11,0.12,0.31,4542565,1856823,2.22,0.79,0.64,2.91,1.09,305283,485288,798745,262744,3597816,24234,1.96,0.23,1,8973,55,58524,83511,111808,0.35,1,0,0,15,0.45,0.08,0.11,0.46,0.49,0.36,0.13,0.05,0.18,Equity,921101,0.26,C,0.65,0.31,0,0.12,0.28,0.18,0.27,0.22,0.33,0.13,0.35,0.39,1,0.37,0.41,0.018,0.079,0.2,0.24,0.06,0.13,0.22,3708421,0.257,Faible
47,Projet_SPV,Education,TPE,SARL,2007,16,0.19,12,0.29,Bangladesh,Ouest,Beijing,Urbain,0.9,0.71,0.32,0.3,0.89,75,0.36,113,0.16,8160291,0.2,0.12,2,0.32,0.14,0.21,727052,89376,0.24,0.09,0.12,16937919,10224368,2.18,0.6,4.26,2.07,1.83,304156,115035,29246,298066,4133332,408793,0.7,0.85,5,5923,10,59669,3064,288013,0.62,1,2,0,18,0.08,0.3,0.64,0.82,0.59,0.12,0.1,0.36,0.36,PPP,274923,0.34,C,0.15,0.46,0,0.38,0.59,0.18,0.1,0.47,0.32,0.08,0.41,0.27,0,0.31,0.3,0.005,0.044,0.05,0.42,0.01,0.12,0.39,139177,0.31499999999999995,Faible
48,Institution_financiere,Agriculture,TPE,Public,2004,14,0.16,14,0.22,Kenya,Sud,Belgrade,Urbain,0.25,0.5,0.52,0.31,0.63,88,0.09,119,0.26,5819852,0.03,0.7,1,0.05,0.22,0.38,231649,500527,-0.19,-0.04,0.43,18491681,4254731,0.11,0.55,2.84,1.03,1.59,395317,54965,424680,90693,3583142,192262,1.77,0.52,7,7842,71,16044,82440,370785,0.61,1,0,1,15,0.21,0.67,0.36,0.43,0.39,0.43,0.1,0.23,0.2,PPP,367959,0.18,B,0.23,0.49,1,0.2,0.55,0.45,0.04,0.25,0.09,0.07,0.23,0.15,0,0.47,0.23,0.025,0.051,0.23,0.17,0.04,0.38,0.71,2582221,0.509,Moyen
49,Entreprise,Sante,TPE,SAS,1995,6,0.29,10,0.19,Kenya,Ouest,Sofia,Rural,0.5,0.68,0.53,0.22,0.93,89,0.28,166,0.3,4971765,-0.06,0.33,5,0.21,0.32,0.06,764492,197416,-0.12,0.08,0.12,7729967,3330800,1.86,0.74,4.97,2.84,1.49,-28779,405378,506632,412670,2038294,119816,0.72,0.62,4,1237,15,16893,83399,67940,0.46,0,0,0,2,0.14,0.96,0.16,0.66,0.37,0.06,0.3,0.3,0.08,Equity,4902725,0.15,FI,0.26,0.33,0,0.24,0.18,0.26,0.34,0.19,0.28,0.55,0.19,0.49,0,0.2,0.2,0.026,0.053,0.04,0.16,0.02,0.07,0.47,1728626,0.336,Faible
50,Institution_financiere,Agriculture,Grande,Public,1981,18,0.11,6,0.41,Serbia,Est,Kyiv,Rural,0.76,0.61,0.09,0.39,0.55,51,0.31,39,0.15,9930943,0.11,0.54,4,0.17,0.22,0.39,646663,808129,-0.12,-0.08,0.19,11861360,5229501,2.82,0.67,2.59,0.79,1.39,270121,19324,275986,102696,1817933,245559,1.36,0.67,3,9402,6,26475,51438,338658,0.14,0,2,3,8,0.69,0.47,0.48,0.62,0.49,0.26,0.04,0.22,0.39,PPP,4609987,0.23,A,0.26,0.34,0,0.18,0.16,0.42,0.32,0.23,0.31,0.46,0.15,0.39,1,0.24,0.36,0.02,0.064,0.09,0.28,0.06,0.26,0.86,3191104,0.54,Moyen
51,PPP,Infrastructure,Grande,SAS,1997,2,0.1,2,0.04,Uzbekistan,Est,Manila,Rural,0.24,0.42,0.31,0.44,0.42,56,0.42,97,0.28,5482680,0.09,0.58,9,0.25,0.41,0.55,1381884,361348,-0.09,-0.09,0.26,8256441,12281579,2.51,0.56,3.45,2.15,0.81,-2144,352661,33476,137800,435052,17228,1.74,0.89,1,4971,99,60754,66635,300451,0.58,0,2,4,8,0.21,0.34,0.62,0.46,0.81,0.09,0.68,0.31,0.07,Equity,2446985,0.27,C,0.07,0.22,0,0.08,0.09,0.11,0.32,0.41,0.31,0.47,0.42,0.19,1,0.07,0.48,0.066,0.013,0.18,0.41,0.08,0.18,0.72,1665608,0.492,Moyen
52,Projet_SPV,Finance,PME,SA,1996,10,0.13,4,0.15,India,Ouest,Bogota,Urbain,0.51,0.87,0.39,0.15,0.41,97,0.19,42,0.22,1627982,0.04,0.65,1,0.14,0.19,0.43,830098,714079,0.0,0.15,0.4,5675168,4778208,2.85,0.45,4.05,1.58,1.59,417501,464838,698341,123827,2375833,72799,1.64,0.44,6,3098,19,72545,6169,12652,0.53,1,2,1,17,0.14,0.57,0.66,0.94,0.5,0.19,0.54,0.13,0.14,Pret,4732473,0.2,FI,0.07,0.34,0,0.24,0.52,0.86,0.17,0.25,0.16,0.05,0.23,0.21,0,0.2,0.15,0.011,0.059,0.08,0.36,0.02,0.27,0.26,2182863,0.37300000000000005,Faible
53,Projet_SPV,Industrie,Grande,Public,2009,19,0.31,6,0.57,Côte d’Ivoire,Sud,Santiago,Rural,0.21,0.59,0.29,0.1,0.59,29,0.18,124,0.49,6436788,0.03,0.88,9,0.25,0.34,0.47,1172796,173372,0.03,0.06,0.3,15448375,3353087,0.36,0.72,4.08,2.93,0.64,-39948,310970,965530,217487,3493560,49523,0.66,0.91,3,3361,76,69764,51695,76784,0.21,1,0,1,18,0.25,0.69,0.37,0.15,0.59,0.31,0.41,0.13,0.23,PPP,3458007,0.31,B,0.12,0.26,0,0.44,0.26,0.1,0.4,0.36,0.52,0.24,0.25,0.06,0,0.78,0.35,0.066,0.091,0.8,0.66,0.06,0.31,0.67,554270,0.39999999999999997,Faible
54,Entreprise,Finance,Grande,SA,2018,18,0.48,4,0.5,Pakistan,Ouest,Sofia,Urbain,0.69,0.31,0.45,0.39,0.71,63,0.04,99,0.57,1720552,0.04,0.49,8,0.43,0.05,0.38,526575,960971,-0.0,-0.1,0.33,12118203,3059140,0.63,0.85,2.19,1.41,1.68,89641,478656,338561,271432,532946,63895,1.26,0.99,1,5803,53,94557,93517,415851,0.39,0,1,1,10,0.5,0.14,0.42,0.45,0.78,0.27,0.35,0.33,0.23,Equity,4540824,0.44,FI,0.3,0.55,1,0.38,0.23,0.1,0.27,0.14,0.33,0.2,0.06,0.21,0,0.19,0.13,0.029,0.014,0.11,0.16,0.03,0.41,0.42,2444557,0.493,Moyen
55,Projet_SPV,Agriculture,TPE,SARL,1992,8,0.06,10,0.1,Benin,Sud,Dhaka,Rural,0.73,0.55,0.36,0.19,0.48,85,0.31,167,0.33,4230764,0.1,0.64,4,0.25,0.31,0.22,345341,-28008,0.24,-0.02,0.69,9008832,1624878,0.64,0.34,1.9,1.67,1.93,-2403,27672,181215,24276,3845894,144848,1.41,0.73,5,6657,32,43682,33315,164443,0.65,0,0,1,4,0.39,0.44,0.88,0.27,0.68,0.18,0.35,0.41,0.09,PPP,4511955,0.6,C,0.22,0.53,1,0.09,0.41,0.4,0.55,0.28,0.13,0.43,0.05,0.05,1,0.31,0.24,0.058,0.054,0.45,0.26,0.04,0.43,0.3,3282248,0.44299999999999995,Moyen
56,Secteur_public,Sante,PME,SAS,2011,9,0.21,7,0.16,Indonesia,Est,New Delhi,Urbain,0.33,0.29,0.33,0.25,0.5,33,0.44,42,0.11,1509010,0.1,0.45,2,0.38,0.19,0.19,1644833,542605,-0.07,0.1,0.59,182149,12945449,2.74,0.93,0.74,2.65,0.65,157415,-25907,664018,76663,816735,418406,1.68,0.78,5,9469,12,10530,62955,202548,0.19,1,0,3,19,0.41,0.49,0.59,0.5,0.62,0.49,0.68,0.4,0.4,PPP,3122914,0.05,FI,0.14,0.3,0,0.52,0.08,0.56,0.1,0.32,0.43,0.49,0.2,0.55,1,0.65,0.54,0.02,0.081,0.16,0.2,0.05,0.25,0.37,4745495,0.306,Faible
57,Projet_SPV,Industrie,Grande,Public,2008,1,0.05,12,0.15,Vietnam,Sud,Lima,Rural,0.42,0.68,0.18,0.59,0.56,45,0.16,106,0.54,2126892,0.12,0.7,3,0.12,0.24,0.78,1068271,732967,0.17,0.18,0.37,113450,59970,1.03,0.86,3.85,1.29,1.46,-8265,-14724,764248,112962,2952989,201409,2.41,0.96,3,6248,88,25964,18426,293466,0.34,0,1,5,6,0.49,0.47,0.12,0.09,0.5,0.56,0.17,0.59,0.27,Pret,933780,0.65,B,0.53,0.12,0,0.16,0.32,0.25,0.23,0.26,0.12,0.3,0.44,0.2,1,0.17,0.46,0.052,0.076,0.31,0.23,0.03,0.41,0.22,2378451,0.43700000000000006,Moyen
58,Institution_financiere,Agriculture,Grande,SA,2009,0,0.18,13,0.19,Egypt,Nord,Bangkok,Rural,0.71,0.79,0.05,0.38,0.72,6,0.18,73,0.11,8151332,0.03,0.51,9,0.33,0.27,0.4,884083,995806,0.29,0.15,0.28,18534621,3420498,1.2,0.46,3.13,1.51,1.78,39608,60674,817175,31070,4323531,337823,0.61,0.54,1,9786,35,13845,35443,397725,0.54,0,2,0,18,0.63,0.47,0.26,0.63,0.69,0.35,0.02,0.46,0.42,Pret,4394626,0.34,C,0.47,0.35,1,0.57,0.18,0.32,0.31,0.51,0.27,0.36,0.25,0.35,0,0.31,0.13,0.011,0.061,0.18,0.07,-0.0,0.03,0.78,4989441,0.387,Faible
59,Institution_financiere,Education,TPE,SAS,1997,15,0.26,3,0.18,Serbia,Est,Dhaka,Rural,0.39,0.3,0.36,0.12,0.25,37,0.28,198,0.17,833445,0.03,0.76,2,0.37,0.24,0.25,803387,229860,0.13,0.03,0.31,2324942,14005777,2.62,0.03,0.85,1.85,1.07,132939,129486,225168,333138,1354469,336767,1.84,0.51,2,8446,62,14316,2954,381663,0.87,0,0,0,17,0.39,0.29,0.44,0.62,0.42,0.23,0.18,0.32,0.21,PPP,4446697,0.23,C,0.12,0.41,1,0.11,0.68,0.1,0.35,0.51,0.41,0.31,0.49,0.22,1,0.17,0.16,0.06,0.054,0.24,0.33,-0.0,0.11,0.85,1127653,0.476,Moyen
60,Institution_financiere,Tech,TPE,SAS,1992,17,0.11,6,0.24,Colombia,Nord,Yamoussoukro,Urbain,0.25,0.1,0.36,0.13,0.19,53,0.05,105,0.42,8520448,0.05,0.52,8,0.53,0.63,0.25,723052,733080,-0.18,-0.01,0.34,11375593,1535647,1.89,0.94,2.48,1.92,1.58,-33401,339318,661320,276069,3386456,224433,2.34,0.01,6,5396,42,44886,53156,372454,0.24,0,3,1,8,0.33,0.56,0.35,0.86,0.67,0.41,0.05,0.11,0.29,Pret,4005390,0.44,FI,0.07,0.46,0,0.31,0.5,0.38,0.33,0.28,0.08,0.25,0.23,0.3,0,0.38,0.18,0.035,0.04,0.33,0.24,0.05,0.47,0.49,1398541,0.506,Moyen
61,Institution_financiere,Agriculture,Grande,SARL,2022,16,0.24,13,0.46,Benin,Est,Bogota,Urbain,0.69,0.13,0.18,0.3,0.7,2,0.12,91,0.24,8918735,-0.03,0.84,1,0.25,0.3,0.27,1334390,168280,-0.14,-0.01,0.29,7412263,12259331,1.18,0.46,2.85,0.78,1.21,214636,271603,433354,47112,4785169,238789,1.33,0.25,3,2228,66,14247,7685,484689,0.9,1,2,4,12,0.2,0.28,0.59,0.77,0.46,0.07,0.12,0.32,0.3,Equity,2969141,0.07,FI,0.39,0.04,1,0.48,0.57,0.56,0.29,0.18,0.13,0.28,0.26,0.49,0,0.16,0.36,0.022,0.032,0.39,0.21,0.03,0.41,0.43,1854049,0.502,Moyen
62,Secteur_public,Finance,PME,SARL,2000,5,0.05,12,0.22,Uzbekistan,Est,Porto-Novo,Urbain,0.53,0.85,0.28,0.35,0.3,94,0.22,42,0.27,9207320,-0.06,0.49,4,0.41,0.29,0.49,1208372,654039,0.22,0.12,0.39,7968828,11108891,0.22,0.53,4.33,1.29,1.73,270830,19007,197239,300277,3875387,454318,1.41,0.56,4,4551,7,92228,30069,230816,0.74,0,0,0,5,0.29,0.45,0.4,0.83,0.54,0.16,0.16,0.29,0.05,Pret,2643136,0.7,C,0.11,0.13,1,0.3,0.39,0.47,0.21,0.1,0.11,0.08,0.37,0.53,1,0.32,0.35,0.006,0.038,0.26,0.24,0.09,0.33,0.34,2801832,0.403,Moyen
63,Fonds,Industrie,PME,SAS,2009,13,0.04,4,0.43,Benin,Nord,Rabat,Urbain,0.41,0.51,0.26,0.12,0.22,57,0.12,157,0.25,9037505,0.17,0.59,3,0.34,0.19,0.26,1650546,-17003,-0.02,0.14,0.03,8072652,4262028,0.12,0.8,0.43,1.02,1.76,301635,281768,301821,408289,1822591,119531,1.86,0.97,8,9361,92,65908,17368,140271,0.41,0,1,1,15,0.14,0.8,0.56,0.31,0.76,0.49,0.39,0.16,0.28,Equity,1708621,0.37,FI,0.48,0.08,1,0.4,0.25,0.09,0.33,0.15,0.06,0.28,0.12,0.29,0,0.05,0.07,0.046,0.027,0.17,0.4,0.03,0.19,0.81,2314464,0.528,Moyen
64,PPP,Finance,TPE,SAS,2000,14,0.25,3,0.16,Ukraine,Ouest,Bangkok,Rural,0.66,0.62,0.44,0.38,0.38,92,0.12,196,0.33,9891645,0.05,0.31,2,0.24,0.5,0.45,606250,187903,0.0,0.01,0.31,11439890,4982734,0.94,0.22,0.81,2.93,1.29,219110,275947,-30294,224118,722838,329080,2.95,0.39,8,3539,13,37161,15319,441281,0.55,1,0,2,19,0.18,0.87,0.78,0.39,0.49,0.6,0.21,0.59,0.15,Equity,2523851,0.65,B,0.41,0.3,1,0.27,0.46,0.57,0.08,0.38,0.12,0.18,0.3,0.33,0,0.55,0.13,0.018,0.022,0.06,0.38,0.08,0.31,0.84,1352374,0.497,Moyen
65,Entreprise,Industrie,TPE,Public,1996,13,0.26,12,0.45,Egypt,Sud,Nairobi,Urbain,0.6,0.41,0.46,0.38,0.44,96,0.22,153,0.29,1731887,-0.04,0.46,3,0.26,0.36,0.17,334903,10724,0.24,0.09,0.2,14270422,12367813,0.88,0.19,2.67,1.19,0.52,296622,-47007,688971,135911,3294850,402329,0.64,0.9,4,3604,45,57454,81433,194784,0.29,0,0,1,3,0.26,0.91,0.53,0.61,0.45,0.41,0.18,0.17,0.18,PPP,892093,0.4,A,0.36,0.43,1,0.74,0.41,0.45,0.11,0.06,0.49,0.1,0.44,0.15,1,0.35,0.37,0.045,0.109,0.05,0.52,0.03,0.12,0.42,1924956,0.316,Faible
66,Institution_financiere,Agriculture,Grande,SAS,2019,2,0.24,3,0.32,China,Est,Mexico City,Urbain,0.54,0.36,0.13,0.39,0.82,51,0.15,16,0.25,4274291,-0.01,0.68,3,0.23,0.16,0.32,485799,-446,0.15,0.12,0.27,9722988,11395037,1.99,0.76,0.23,0.53,1.23,400810,458680,231326,-5976,3496570,19433,1.75,0.19,9,2895,80,26888,61635,377333,0.59,0,1,3,3,0.09,0.26,0.19,0.37,0.23,0.31,0.23,0.14,0.27,Equity,4737082,0.47,B,0.22,0.3,1,0.43,0.05,0.49,0.15,0.5,0.21,0.26,0.25,0.19,0,0.44,0.33,0.008,0.065,0.39,0.04,0.05,0.28,0.43,2884745,0.381,Faible
67,Projet_SPV,Infrastructure,TPE,Public,1998,18,0.57,14,0.08,Uzbekistan,Sud,Cairo,Rural,0.69,0.14,0.12,0.63,0.64,91,0.44,185,0.24,8689748,-0.0,0.64,9,0.43,0.13,0.27,1781959,390817,0.16,0.15,0.39,10967507,9285068,1.34,0.32,1.92,0.76,0.59,58442,203179,619277,418178,2045330,51537,1.43,0.49,3,8927,35,71292,93829,59395,0.49,0,4,2,7,0.44,0.2,0.71,0.66,0.75,0.3,0.02,0.5,0.14,Equity,2051668,0.84,FI,0.39,0.15,0,0.57,0.36,0.39,0.63,0.17,0.31,0.56,0.29,0.48,1,0.41,0.21,0.016,0.074,0.43,0.45,0.05,0.16,0.31,3866135,0.29100000000000004,Faible
68,Institution_financiere,Education,Grande,SAS,1994,11,0.38,2,0.08,Morocco,Est,Taskhkent,Urbain,0.49,0.8,0.28,0.35,0.81,39,0.48,162,0.09,8082791,0.1,0.26,3,0.14,0.35,0.43,900787,652591,0.14,0.09,0.35,17779342,4623250,2.05,0.62,0.08,1.8,0.04,260561,402275,404680,297928,2868272,387791,2.26,0.33,7,3824,78,94022,55664,142019,0.13,1,0,1,14,0.22,0.53,0.64,0.71,0.39,0.46,0.42,0.06,0.23,Equity,1823104,0.47,FI,0.36,0.12,0,0.08,0.27,0.29,0.35,0.13,0.11,0.11,0.5,0.28,1,0.5,0.75,0.039,0.051,0.45,0.51,0.01,0.09,0.53,2756722,0.30400000000000005,Faible
69,Projet_SPV,Agriculture,PME,SARL,1988,1,0.07,11,0.07,Romania,Sud,Jakarta,Rural,0.55,0.23,0.4,0.07,0.5,22,0.57,9,0.1,6910712,0.19,0.8,9,0.1,0.23,0.51,504562,596422,0.12,0.16,0.14,19121391,6385729,1.0,0.48,1.29,2.12,1.98,62926,93533,810036,299062,427004,274052,0.64,0.7,8,6353,14,5371,11335,198072,0.04,0,1,3,15,0.08,0.9,0.1,0.33,0.76,0.21,0.46,0.15,0.23,PPP,3466808,0.1,B,0.19,0.42,1,0.22,0.27,0.1,0.31,0.16,0.48,0.34,0.12,0.3,0,0.31,0.26,0.004,-0.002,0.32,0.24,0.03,0.16,0.73,1508973,0.43699999999999994,Moyen
70,PPP,Finance,PME,Public,1989,2,0.27,3,0.3,Egypt,Est,Bogota,Urbain,0.51,0.55,0.36,0.13,0.45,79,0.47,163,0.39,6624442,0.01,0.6,4,0.25,0.58,0.38,391159,485686,0.18,-0.02,0.14,5458785,877908,2.75,0.15,0.81,0.69,0.89,415966,369177,725389,325073,3396083,404916,1.39,0.83,4,5317,1,2171,17781,446614,0.79,0,2,6,14,0.16,0.25,0.8,0.62,0.63,0.06,0.06,0.18,0.39,Pret,1312848,0.58,C,0.05,0.12,0,0.23,0.33,0.49,0.28,0.41,0.38,0.49,0.33,0.62,0,0.24,0.43,0.023,0.091,0.03,0.3,0.01,0.73,0.75,3634749,0.742,Eleve
